Time,Latitude,Longitude,Heading_Angle,Normal_Acceleration_Command,LOS_Distance_Rate,LOS_Angle,LOS_Angle_Rate,Leading_Angle,Leading_Angle_Target,Target_Overload,Heading_Angle_Target
560,55.5449,-86.888,336.709,0.0788896,170069,329.188,0.0209818,7.52131,-196.774,8.0946,132.414
561,55.5564,-86.8968,336.788,0.08771,167722,329.211,0.0231705,7.57703,-196.789,8.09465,132.422
562,55.568,-86.9055,336.876,0.0675587,165370,329.231,0.0195507,7.64519,-196.792,16.1895,132.439
563,55.5796,-86.9142,336.943,0.0894685,163024,329.254,0.0236028,7.68915,-196.808,8.0948,132.447
564,55.5911,-86.9229,337.033,0.0821405,160669,329.276,0.0217807,7.75684,-196.821,8.09485,132.455
565,55.6027,-86.9316,337.115,0.0838041,158327,329.298,0.0221915,7.81679,-196.835,8.0949,132.463
566,55.6143,-86.9402,337.199,0.0806996,155973,329.32,0.0221425,7.87845,-196.845,12.3209,132.475
567,55.6259,-86.9489,337.28,0.0906026,153628,329.345,0.0245373,7.93461,-196.858,11.965,132.487
568,55.6375,-86.9574,337.37,0.0774414,151278,329.366,0.0206052,8.00461,-196.87,8.09511,132.495
569,55.6491,-86.966,337.448,0.0922586,148934,329.391,0.0250037,8.05704,-196.883,12.319,132.508
570,55.6607,-86.9745,337.54,0.078926,146584,329.412,0.0209691,8.12833,-196.896,8.09523,132.516
571,55.6724,-86.983,337.619,0.0795376,144235,329.433,0.0211187,8.18614,-196.909,8.09528,132.524
572,55.684,-86.9915,337.698,0.0954664,141892,329.458,0.0257911,8.23989,-196.922,12.3172,132.536
573,55.6956,-87,337.794,0.078643,139543,329.48,0.0215556,8.3138,-196.932,11.9698,132.548
574,55.7073,-87.0084,337.872,0.0917566,137204,329.504,0.024142,8.3683,-196.948,8.09548,132.556
575,55.7189,-87.0168,337.964,0.0918418,134853,329.528,0.0241601,8.4359,-196.964,8.09553,132.564
576,55.7306,-87.0251,338.056,0.0806793,132505,329.55,0.0221121,8.50563,-196.974,12.3147,132.577
577,55.7423,-87.0335,338.137,0.094667,130168,329.575,0.0248548,8.56145,-196.991,8.09565,132.585
578,55.7539,-87.0418,338.231,0.0826612,127821,329.598,0.0225397,8.63358,-197.001,11.9737,132.597
579,55.7656,-87.0501,338.314,0.0832033,125474,329.621,0.0227296,8.69351,-197.012,12.3127,132.609
580,55.7773,-87.0583,338.397,0.0980193,123137,329.646,0.0256766,8.75104,-197.029,8.09584,132.617
581,55.789,-87.0665,338.495,0.088169,120791,329.669,0.0232322,8.82582,-197.044,8.09589,132.625
582,55.8007,-87.0747,338.583,0.088887,118446,329.693,0.0234072,8.89059,-197.06,8.09594,132.633
583,55.8124,-87.0829,338.672,0.0869447,116101,329.716,0.0236447,8.95583,-197.071,12.3104,132.646
584,55.8241,-87.091,338.759,0.0999038,113766,329.743,0.0267947,9.01598,-197.086,11.9785,132.658
585,55.8359,-87.0991,338.859,0.091993,111422,329.767,0.024167,9.09171,-197.102,8.09612,132.666
586,55.8476,-87.1071,338.951,0.0898606,109078,329.792,0.024357,9.15935,-197.114,12.3084,132.678
587,55.8593,-87.1152,339.041,0.0824549,106737,329.814,0.0217991,9.22741,-197.128,8.09624,132.686
588,55.8711,-87.1232,339.123,0.107659,104404,329.842,0.0280357,9.28183,-197.147,8.09629,132.694
589,55.8829,-87.1311,339.231,0.0935825,102061,329.867,0.0252123,9.36428,-197.161,11.9824,132.706
590,55.8946,-87.1391,339.325,0.0941324,99719,329.892,0.0254003,9.43246,-197.174,12.3059,132.718
591,55.9064,-87.147,339.419,0.0857143,97380.4,329.915,0.0225932,9.504,-197.188,8.09647,132.727
592,55.9182,-87.1549,339.505,0.0994424,95039,329.941,0.0259865,9.56373,-197.206,8.09651,132.735
593,55.9299,-87.1627,339.604,0.0877054,92701.2,329.964,0.0230792,9.64009,-197.221,8.09656,132.743
594,55.9417,-87.1705,339.692,0.113662,90370.2,329.994,0.0302158,9.69758,-197.239,12.3036,132.755
595,55.9535,-87.1783,339.805,0.0869481,88033.3,330.018,0.0235506,9.78769,-197.251,11.9872,132.767
596,55.9653,-87.186,339.892,0.104431,85693.7,330.045,0.027204,9.84744,-197.27,8.09674,132.775
597,55.9772,-87.1937,339.997,0.0884678,83357.6,330.069,0.0239731,9.92789,-197.281,12.3016,132.787
598,55.989,-87.2014,340.085,0.0922476,81022.1,330.093,0.0241843,9.99218,-197.297,8.09685,132.796
599,56.0008,-87.209,340.177,0.109215,78683.8,330.121,0.0283736,10.0561,-197.318,8.09689,132.804
600,56.0126,-87.2167,340.287,0.0921372,76349.1,330.146,0.0248154,10.1405,-197.331,11.991,132.816
601,56.0245,-87.2242,340.379,0.0927526,74014.9,330.171,0.0250165,10.2076,-197.343,12.2991,132.828
602,56.0363,-87.2318,340.472,0.114364,71678,330.201,0.0296317,10.2707,-197.365,8.09707,132.836
603,56.0482,-87.2393,340.586,0.0985845,69344.7,330.227,0.0257291,10.3593,-197.382,8.09711,132.844
604,56.0601,-87.2467,340.685,0.0992562,67011.9,330.252,0.0258906,10.432,-197.4,8.09715,132.852
605,56.0719,-87.2542,340.784,0.0977213,64679.6,330.279,0.026226,10.5051,-197.414,12.2968,132.865
606,56.0838,-87.2616,340.881,0.0994869,62347.8,330.305,0.026606,10.5762,-197.429,11.9958,132.877
607,56.0957,-87.2689,340.981,0.103907,60016.5,330.332,0.0270252,10.6486,-197.448,8.09732,132.885
608,56.1076,-87.2763,341.085,0.102615,57685.6,330.36,0.0274196,10.7251,-197.463,12.2948,132.897
609,56.1195,-87.2836,341.187,0.10718,55355.3,330.388,0.0278227,10.7999,-197.483,8.09743,132.905
610,56.1314,-87.2908,341.295,0.108869,53025.5,330.416,0.028234,10.8789,-197.503,8.09747,132.913
611,56.1433,-87.298,341.404,0.110436,50696.2,330.444,0.0286148,10.9591,-197.523,8.09751,132.921
612,56.1552,-87.3052,341.514,0.0807645,48370.6,330.467,0.0226797,11.0469,-197.53,16.1952,132.937
613,56.1672,-87.3124,341.595,0.114209,46042.3,330.497,0.0295352,11.0981,-197.551,8.09764,132.945
614,56.1791,-87.3195,341.709,0.117877,43714.6,330.527,0.0304329,11.1819,-197.574,8.09768,132.954
615,56.191,-87.3265,341.827,0.119667,41387.4,330.558,0.0308672,11.2689,-197.596,8.09772,132.962
616,56.203,-87.3336,341.946,0.0866018,39063.9,330.581,0.0234326,11.3651,-197.607,12.2899,132.974
617,56.215,-87.3406,342.033,0.086094,36728.3,330.605,0.0232551,11.4285,-197.619,12.0044,132.986
618,56.2269,-87.3475,342.119,0.129012,34402.7,330.638,0.0331516,11.4814,-197.644,8.09788,132.994
619,56.2389,-87.3544,342.248,0.0954237,32080.7,330.663,0.0248745,11.5855,-197.66,8.09792,133.002
620,56.2509,-87.3613,342.344,0.133954,29756.3,330.698,0.0350701,11.6459,-197.683,12.2873,133.014
621,56.2629,-87.3682,342.478,0.09734,27435.5,330.723,0.0253351,11.7545,-197.701,8.09802,133.023
622,56.2749,-87.375,342.575,0.0962736,25115.4,330.748,0.025068,11.8268,-197.717,8.09806,133.031
623,56.2869,-87.3817,342.671,0.0957869,22783,330.774,0.0256124,11.8974,-197.731,12.0088,133.043
624,56.2989,-87.3885,342.767,0.100944,20463.8,330.801,0.0269231,11.9663,-197.746,12.2848,133.055
625,56.3109,-87.3952,342.868,0.178282,18142.2,330.846,0.045218,12.022,-197.783,8.09822,133.063
626,56.3229,-87.4018,343.046,0.112567,15824.4,330.875,0.0290492,12.1713,-197.804,8.09826,133.071
627,56.335,-87.4084,343.159,0.103245,13507.3,330.902,0.026752,12.2571,-197.822,8.09829,133.079
628,56.347,-87.415,343.262,-0.00934659,11181,330.901,-0.000195432,12.3605,-197.81,12.2825,133.092
629,56.359,-87.4215,343.253,0.118912,8864.81,330.933,0.0312657,12.3199,-197.829,12.0135,133.104
630,56.3711,-87.428,343.372,0.377711,6545.9,331.027,0.0941648,12.3447,-197.915,8.09845,133.112
631,56.3831,-87.4344,343.749,0.204925,4231.34,331.079,0.0516739,12.6707,-197.959,8.09848,133.12
631.01,56.3833,-87.4345,343.954,0.204925,4208.11,331.078,0.0516739,12.6707,-197.959,8.09848,133.12
631.02,56.3834,-87.4346,343.954,0.204925,4184.88,331.077,0.0516739,12.6707,-197.959,8.09848,133.12
631.03,56.3835,-87.4346,343.954,0.204925,4161.65,331.076,0.0516739,12.6707,-197.959,8.09848,133.12
631.04,56.3836,-87.4347,343.954,0.204925,4138.43,331.075,0.0516739,12.6707,-197.959,8.09848,133.12
631.05,56.3837,-87.4348,343.954,0.204925,4115.2,331.074,0.0516739,12.6707,-197.959,8.09848,133.12
631.06,56.3839,-87.4348,343.954,0.204925,4091.97,331.073,0.0516739,12.6707,-197.959,8.09848,133.12
631.07,56.384,-87.4349,343.954,0.204925,4068.74,331.073,0.0516739,12.6707,-197.959,8.09848,133.12
631.08,56.3841,-87.435,343.954,0.204925,4045.52,331.072,0.0516739,12.6707,-197.959,8.09848,133.12
631.09,56.3842,-87.435,343.954,0.204925,4022.29,331.071,0.0516739,12.6707,-197.959,8.09848,133.12
631.1,56.3844,-87.4351,343.954,0.204925,3999.06,331.07,0.0516739,12.6707,-197.959,8.09848,133.12
631.11,56.3845,-87.4351,343.954,0.204925,3975.83,331.069,0.0516739,12.6707,-197.959,8.09848,133.12
631.12,56.3846,-87.4352,343.954,0.204925,3952.61,331.068,0.0516739,12.6707,-197.959,8.09848,133.12
631.13,56.3847,-87.4353,343.954,0.204925,3929.38,331.067,0.0516739,12.6707,-197.959,8.09848,133.12
631.14,56.3848,-87.4353,343.954,0.204925,3906.15,331.066,0.0516739,12.6707,-197.959,8.09848,133.12
631.15,56.385,-87.4354,343.954,0.204925,3882.92,331.065,0.0516739,12.6707,-197.959,8.09848,133.12
631.16,56.3851,-87.4355,343.954,0.204925,3859.7,331.064,0.0516739,12.6707,-197.959,8.09848,133.12
631.17,56.3852,-87.4355,343.954,0.204925,3836.47,331.063,0.0516739,12.6707,-197.959,8.09848,133.12
631.18,56.3853,-87.4356,343.954,0.204925,3813.24,331.062,0.0516739,12.6707,-197.959,8.09848,133.12
631.19,56.3854,-87.4356,343.954,0.204925,3790.01,331.061,0.0516739,12.6707,-197.959,8.09848,133.12
631.2,56.3856,-87.4357,343.954,0.204925,3766.79,331.06,0.0516739,12.6707,-197.959,8.09848,133.12
631.21,56.3857,-87.4358,343.954,0.204925,3743.56,331.059,0.0516739,12.6707,-197.959,8.09848,133.12
631.22,56.3858,-87.4358,343.954,0.204925,3720.33,331.058,0.0516739,12.6707,-197.959,8.09848,133.12
631.23,56.3859,-87.4359,343.954,0.204925,3697.1,331.057,0.0516739,12.6707,-197.959,8.09848,133.12
631.24,56.386,-87.436,343.954,0.204925,3673.88,331.056,0.0516739,12.6707,-197.959,8.09848,133.12
631.25,56.3862,-87.436,343.954,0.204925,3650.65,331.055,0.0516739,12.6707,-197.959,8.09848,133.12
631.26,56.3863,-87.4361,343.954,0.204925,3627.42,331.054,0.0516739,12.6707,-197.959,8.09848,133.12
631.27,56.3864,-87.4362,343.954,0.204925,3604.19,331.053,0.0516739,12.6707,-197.959,8.09848,133.12
631.28,56.3865,-87.4362,343.954,0.204925,3580.97,331.052,0.0516739,12.6707,-197.959,8.09848,133.12
631.29,56.3866,-87.4363,343.954,0.204925,3557.74,331.05,0.0516739,12.6707,-197.959,8.09848,133.12
631.3,56.3868,-87.4363,343.954,0.204925,3534.51,331.049,0.0516739,12.6707,-197.959,8.09848,133.12
631.31,56.3869,-87.4364,343.954,0.204925,3511.28,331.048,0.0516739,12.6707,-197.959,8.09848,133.12
631.32,56.387,-87.4365,343.954,0.204925,3488.06,331.047,0.0516739,12.6707,-197.959,8.09848,133.12
631.33,56.3871,-87.4365,343.954,0.204925,3464.83,331.046,0.0516739,12.6707,-197.959,8.09848,133.12
631.34,56.3873,-87.4366,343.954,0.204925,3441.6,331.045,0.0516739,12.6707,-197.959,8.09848,133.12
631.35,56.3874,-87.4367,343.954,0.204925,3418.37,331.043,0.0516739,12.6707,-197.959,8.09848,133.12
631.36,56.3875,-87.4367,343.954,0.204925,3395.15,331.042,0.0516739,12.6707,-197.959,8.09848,133.12
631.37,56.3876,-87.4368,343.954,0.204925,3371.92,331.041,0.0516739,12.6707,-197.959,8.09848,133.12
631.38,56.3877,-87.4368,343.954,0.204925,3348.69,331.039,0.0516739,12.6707,-197.959,8.09848,133.12
631.39,56.3879,-87.4369,343.954,0.204925,3325.46,331.038,0.0516739,12.6707,-197.959,8.09848,133.12
631.4,56.388,-87.437,343.954,0.204925,3302.24,331.037,0.0516739,12.6707,-197.959,8.09848,133.12
631.41,56.3881,-87.437,343.954,0.204925,3279.01,331.036,0.0516739,12.6707,-197.959,8.09848,133.12
631.42,56.3882,-87.4371,343.954,0.204925,3255.78,331.034,0.0516739,12.6707,-197.959,8.09848,133.12
631.43,56.3883,-87.4372,343.954,0.204925,3232.56,331.033,0.0516739,12.6707,-197.959,8.09848,133.12
631.44,56.3885,-87.4372,343.954,0.204925,3209.33,331.031,0.0516739,12.6707,-197.959,8.09848,133.12
631.45,56.3886,-87.4373,343.954,0.204925,3186.1,331.03,0.0516739,12.6707,-197.959,8.09848,133.12
631.46,56.3887,-87.4374,343.954,0.204925,3162.87,331.029,0.0516739,12.6707,-197.959,8.09848,133.12
631.47,56.3888,-87.4374,343.954,0.204925,3139.65,331.027,0.0516739,12.6707,-197.959,8.09848,133.12
631.48,56.3889,-87.4375,343.954,0.204925,3116.42,331.026,0.0516739,12.6707,-197.959,8.09848,133.12
631.49,56.3891,-87.4375,343.954,0.204925,3093.19,331.024,0.0516739,12.6707,-197.959,8.09848,133.12
631.5,56.3892,-87.4376,343.954,0.204925,3069.97,331.023,0.0516739,12.6707,-197.959,8.09848,133.12
631.51,56.3893,-87.4377,343.954,0.204925,3046.74,331.021,0.0516739,12.6707,-197.959,8.09848,133.12
631.52,56.3894,-87.4377,343.954,0.204925,3023.51,331.02,0.0516739,12.6707,-197.959,8.09848,133.12
631.53,56.3895,-87.4378,343.954,0.204925,3000.28,331.018,0.0516739,12.6707,-197.959,8.09848,133.12
631.54,56.3897,-87.4379,343.954,0.204925,2977.06,331.016,0.0516739,12.6707,-197.959,8.09848,133.12
631.55,56.3898,-87.4379,343.954,0.204925,2953.83,331.015,0.0516739,12.6707,-197.959,8.09848,133.12
631.56,56.3899,-87.438,343.954,0.204925,2930.6,331.013,0.0516739,12.6707,-197.959,8.09848,133.12
631.57,56.39,-87.438,343.954,0.204925,2907.38,331.012,0.0516739,12.6707,-197.959,8.09848,133.12
631.58,56.3901,-87.4381,343.954,0.204925,2884.15,331.01,0.0516739,12.6707,-197.959,8.09848,133.12
631.59,56.3903,-87.4382,343.954,0.204925,2860.92,331.008,0.0516739,12.6707,-197.959,8.09848,133.12
631.6,56.3904,-87.4382,343.954,0.204925,2837.69,331.006,0.0516739,12.6707,-197.959,8.09848,133.12
631.61,56.3905,-87.4383,343.954,0.204925,2814.47,331.005,0.0516739,12.6707,-197.959,8.09848,133.12
631.62,56.3906,-87.4384,343.954,0.204925,2791.24,331.003,0.0516739,12.6707,-197.959,8.09848,133.12
631.63,56.3908,-87.4384,343.954,0.204925,2768.01,331.001,0.0516739,12.6707,-197.959,8.09848,133.12
631.64,56.3909,-87.4385,343.954,0.204925,2744.79,330.999,0.0516739,12.6707,-197.959,8.09848,133.12
631.65,56.391,-87.4386,343.954,0.204925,2721.56,330.997,0.0516739,12.6707,-197.959,8.09848,133.12
631.66,56.3911,-87.4386,343.954,0.204925,2698.33,330.995,0.0516739,12.6707,-197.959,8.09848,133.12
631.67,56.3912,-87.4387,343.954,0.204925,2675.1,330.993,0.0516739,12.6707,-197.959,8.09848,133.12
631.68,56.3914,-87.4387,343.954,0.204925,2651.88,330.991,0.0516739,12.6707,-197.959,8.09848,133.12
631.69,56.3915,-87.4388,343.954,0.204925,2628.65,330.989,0.0516739,12.6707,-197.959,8.09848,133.12
631.7,56.3916,-87.4389,343.954,0.204925,2605.42,330.987,0.0516739,12.6707,-197.959,8.09848,133.12
631.71,56.3917,-87.4389,343.954,0.204925,2582.2,330.985,0.0516739,12.6707,-197.959,8.09848,133.12
631.72,56.3918,-87.439,343.954,0.204925,2558.97,330.983,0.0516739,12.6707,-197.959,8.09848,133.12
631.73,56.392,-87.4391,343.954,0.204925,2535.74,330.981,0.0516739,12.6707,-197.959,8.09848,133.12
631.74,56.3921,-87.4391,343.954,0.204925,2512.52,330.979,0.0516739,12.6707,-197.959,8.09848,133.12
631.75,56.3922,-87.4392,343.954,0.204925,2489.29,330.976,0.0516739,12.6707,-197.959,8.09848,133.12
631.76,56.3923,-87.4392,343.954,0.204925,2466.06,330.974,0.0516739,12.6707,-197.959,8.09848,133.12
631.77,56.3924,-87.4393,343.954,0.204925,2442.84,330.972,0.0516739,12.6707,-197.959,8.09848,133.12
631.78,56.3926,-87.4394,343.954,0.204925,2419.61,330.969,0.0516739,12.6707,-197.959,8.09848,133.12
631.79,56.3927,-87.4394,343.954,0.204925,2396.38,330.967,0.0516739,12.6707,-197.959,8.09848,133.12
631.8,56.3928,-87.4395,343.954,0.204925,2373.15,330.964,0.0516739,12.6707,-197.959,8.09848,133.12
631.81,56.3929,-87.4396,343.954,0.204925,2349.93,330.962,0.0516739,12.6707,-197.959,8.09848,133.12
631.82,56.393,-87.4396,343.954,0.204925,2326.7,330.959,0.0516739,12.6707,-197.959,8.09848,133.12
631.83,56.3932,-87.4397,343.954,0.204925,2303.47,330.957,0.0516739,12.6707,-197.959,8.09848,133.12
631.84,56.3933,-87.4398,343.954,0.204925,2280.25,330.954,0.0516739,12.6707,-197.959,8.09848,133.12
631.85,56.3934,-87.4398,343.954,0.204925,2257.02,330.951,0.0516739,12.6707,-197.959,8.09848,133.12
631.86,56.3935,-87.4399,343.954,0.204925,2233.79,330.948,0.0516739,12.6707,-197.959,8.09848,133.12
631.87,56.3937,-87.4399,343.954,0.204925,2210.57,330.946,0.0516739,12.6707,-197.959,8.09848,133.12
631.88,56.3938,-87.44,343.954,0.204925,2187.34,330.943,0.0516739,12.6707,-197.959,8.09848,133.12
631.89,56.3939,-87.4401,343.954,0.204925,2164.11,330.94,0.0516739,12.6707,-197.959,8.09848,133.12
631.9,56.394,-87.4401,343.954,0.204925,2140.89,330.937,0.0516739,12.6707,-197.959,8.09848,133.12
631.91,56.3941,-87.4402,343.954,0.204925,2117.66,330.934,0.0516739,12.6707,-197.959,8.09848,133.12
631.92,56.3943,-87.4403,343.954,0.204925,2094.43,330.93,0.0516739,12.6707,-197.959,8.09848,133.12
631.93,56.3944,-87.4403,343.954,0.204925,2071.21,330.927,0.0516739,12.6707,-197.959,8.09848,133.12
631.94,56.3945,-87.4404,343.954,0.204925,2047.98,330.924,0.0516739,12.6707,-197.959,8.09848,133.12
631.95,56.3946,-87.4404,343.954,0.204925,2024.75,330.92,0.0516739,12.6707,-197.959,8.09848,133.12
631.96,56.3947,-87.4405,343.954,0.204925,2001.53,330.917,0.0516739,12.6707,-197.959,8.09848,133.12
631.97,56.3949,-87.4406,343.954,0.204925,1978.3,330.913,0.0516739,12.6707,-197.959,8.09848,133.12
631.98,56.395,-87.4406,343.954,0.204925,1955.07,330.91,0.0516739,12.6707,-197.959,8.09848,133.12
631.99,56.3951,-87.4407,343.954,0.204925,1931.85,330.906,0.0516739,12.6707,-197.959,8.09848,133.12
632,56.3952,-87.4408,343.954,-0.727665,1908.62,330.902,-0.176267,13.0519,-197.77,12.2799,133.132
632.01,56.3953,-87.4408,343.227,-0.727665,1885.48,330.902,-0.176267,13.0519,-197.77,12.2799,133.132
632.02,56.3955,-87.4409,343.227,-0.727665,1862.33,330.902,-0.176267,13.0519,-197.77,12.2799,133.132
632.03,56.3956,-87.441,343.227,-0.727665,1839.19,330.901,-0.176267,13.0519,-197.77,12.2799,133.132
632.04,56.3957,-87.441,343.227,-0.727665,1816.04,330.901,-0.176267,13.0519,-197.77,12.2799,133.132
632.05,56.3958,-87.4411,343.227,-0.727665,1792.9,330.901,-0.176267,13.0519,-197.77,12.2799,133.132
632.06,56.3959,-87.4411,343.227,-0.727665,1769.76,330.9,-0.176267,13.0519,-197.77,12.2799,133.132
632.07,56.3961,-87.4412,343.227,-0.727665,1746.61,330.9,-0.176267,13.0519,-197.77,12.2799,133.132
632.08,56.3962,-87.4413,343.227,-0.727665,1723.47,330.9,-0.176267,13.0519,-197.77,12.2799,133.132
632.09,56.3963,-87.4413,343.227,-0.727665,1700.32,330.899,-0.176267,13.0519,-197.77,12.2799,133.132
632.1,56.3964,-87.4414,343.227,-0.727665,1677.18,330.899,-0.176267,13.0519,-197.77,12.2799,133.132
632.11,56.3966,-87.4415,343.227,-0.727665,1654.04,330.899,-0.176267,13.0519,-197.77,12.2799,133.132
632.12,56.3967,-87.4415,343.227,-0.727665,1630.89,330.898,-0.176267,13.0519,-197.77,12.2799,133.132
632.13,56.3968,-87.4416,343.227,-0.727665,1607.75,330.898,-0.176267,13.0519,-197.77,12.2799,133.132
632.14,56.3969,-87.4417,343.227,-0.727665,1584.61,330.897,-0.176267,13.0519,-197.77,12.2799,133.132
632.15,56.397,-87.4417,343.227,-0.727665,1561.46,330.897,-0.176267,13.0519,-197.77,12.2799,133.132
632.16,56.3972,-87.4418,343.227,-0.727665,1538.32,330.896,-0.176267,13.0519,-197.77,12.2799,133.132
632.17,56.3973,-87.4419,343.227,-0.727665,1515.17,330.896,-0.176267,13.0519,-197.77,12.2799,133.132
632.18,56.3974,-87.4419,343.227,-0.727665,1492.03,330.896,-0.176267,13.0519,-197.77,12.2799,133.132
632.19,56.3975,-87.442,343.227,-0.727665,1468.89,330.895,-0.176267,13.0519,-197.77,12.2799,133.132
632.2,56.3976,-87.442,343.227,-0.727665,1445.74,330.895,-0.176267,13.0519,-197.77,12.2799,133.132
632.21,56.3978,-87.4421,343.227,-0.727665,1422.6,330.894,-0.176267,13.0519,-197.77,12.2799,133.132
632.22,56.3979,-87.4422,343.227,-0.727665,1399.45,330.894,-0.176267,13.0519,-197.77,12.2799,133.132
632.23,56.398,-87.4422,343.227,-0.727665,1376.31,330.893,-0.176267,13.0519,-197.77,12.2799,133.132
632.24,56.3981,-87.4423,343.227,-0.727665,1353.17,330.893,-0.176267,13.0519,-197.77,12.2799,133.132
632.25,56.3982,-87.4424,343.227,-0.727665,1330.02,330.892,-0.176267,13.0519,-197.77,12.2799,133.132
632.26,56.3984,-87.4424,343.227,-0.727665,1306.88,330.891,-0.176267,13.0519,-197.77,12.2799,133.132
632.27,56.3985,-87.4425,343.227,-0.727665,1283.73,330.891,-0.176267,13.0519,-197.77,12.2799,133.132
632.28,56.3986,-87.4426,343.227,-0.727665,1260.59,330.89,-0.176267,13.0519,-197.77,12.2799,133.132
632.29,56.3987,-87.4426,343.227,-0.727665,1237.45,330.89,-0.176267,13.0519,-197.77,12.2799,133.132
632.3,56.3988,-87.4427,343.227,-0.727665,1214.3,330.889,-0.176267,13.0519,-197.77,12.2799,133.132
632.31,56.399,-87.4428,343.227,-0.727665,1191.16,330.888,-0.176267,13.0519,-197.77,12.2799,133.132
632.32,56.3991,-87.4428,343.227,-0.727665,1168.02,330.887,-0.176267,13.0519,-197.77,12.2799,133.132
632.33,56.3992,-87.4429,343.227,-0.727665,1144.87,330.887,-0.176267,13.0519,-197.77,12.2799,133.132
632.34,56.3993,-87.4429,343.227,-0.727665,1121.73,330.886,-0.176267,13.0519,-197.77,12.2799,133.132
632.35,56.3994,-87.443,343.227,-0.727665,1098.58,330.885,-0.176267,13.0519,-197.77,12.2799,133.132
632.36,56.3996,-87.4431,343.227,-0.727665,1075.44,330.884,-0.176267,13.0519,-197.77,12.2799,133.132
632.37,56.3997,-87.4431,343.227,-0.727665,1052.3,330.883,-0.176267,13.0519,-197.77,12.2799,133.132
632.38,56.3998,-87.4432,343.227,-0.727665,1029.15,330.883,-0.176267,13.0519,-197.77,12.2799,133.132
632.39,56.3999,-87.4433,343.227,-0.727665,1006.01,330.882,-0.176267,13.0519,-197.77,12.2799,133.132
632.4,56.4,-87.4433,343.227,-0.727665,982.866,330.881,-0.176267,13.0519,-197.77,12.2799,133.132
632.41,56.4002,-87.4434,343.227,-0.727665,959.722,330.88,-0.176267,13.0519,-197.77,12.2799,133.132
632.42,56.4003,-87.4435,343.227,-0.727665,936.579,330.879,-0.176267,13.0519,-197.77,12.2799,133.132
632.43,56.4004,-87.4435,343.227,-0.727665,913.435,330.877,-0.176267,13.0519,-197.77,12.2799,133.132
632.44,56.4005,-87.4436,343.227,-0.727665,890.291,330.876,-0.176267,13.0519,-197.77,12.2799,133.132
632.45,56.4007,-87.4437,343.227,-0.727665,867.148,330.875,-0.176267,13.0519,-197.77,12.2799,133.132
632.46,56.4008,-87.4437,343.227,-0.727665,844.004,330.874,-0.176267,13.0519,-197.77,12.2799,133.132
632.47,56.4009,-87.4438,343.227,-0.727665,820.86,330.872,-0.176267,13.0519,-197.77,12.2799,133.132
632.48,56.401,-87.4438,343.227,-0.727665,797.717,330.871,-0.176267,13.0519,-197.77,12.2799,133.132
632.49,56.4011,-87.4439,343.227,-0.727665,774.573,330.869,-0.176267,13.0519,-197.77,12.2799,133.132
632.5,56.4013,-87.444,343.227,-0.727665,751.43,330.868,-0.176267,13.0519,-197.77,12.2799,133.132
632.51,56.4014,-87.444,343.227,-0.727665,728.286,330.866,-0.176267,13.0519,-197.77,12.2799,133.132
632.52,56.4015,-87.4441,343.227,-0.727665,705.142,330.864,-0.176267,13.0519,-197.77,12.2799,133.132
632.53,56.4016,-87.4442,343.227,-0.727665,681.999,330.862,-0.176267,13.0519,-197.77,12.2799,133.132
632.54,56.4017,-87.4442,343.227,-0.727665,658.855,330.86,-0.176267,13.0519,-197.77,12.2799,133.132
632.55,56.4019,-87.4443,343.227,-0.727665,635.712,330.858,-0.176267,13.0519,-197.77,12.2799,133.132
632.56,56.402,-87.4444,343.227,-0.727665,612.568,330.856,-0.176267,13.0519,-197.77,12.2799,133.132
632.57,56.4021,-87.4444,343.227,-0.727665,589.425,330.853,-0.176267,13.0519,-197.77,12.2799,133.132
632.58,56.4022,-87.4445,343.227,-0.727665,566.281,330.85,-0.176267,13.0519,-197.77,12.2799,133.132
632.59,56.4023,-87.4446,343.227,-0.727665,543.138,330.847,-0.176267,13.0519,-197.77,12.2799,133.132
632.6,56.4025,-87.4446,343.227,-0.727665,519.994,330.844,-0.176267,13.0519,-197.77,12.2799,133.132
632.61,56.4026,-87.4447,343.227,-0.727665,496.85,330.84,-0.176267,13.0519,-197.77,12.2799,133.132
632.62,56.4027,-87.4447,343.227,-0.727665,473.707,330.836,-0.176267,13.0519,-197.77,12.2799,133.132
632.63,56.4028,-87.4448,343.227,-0.727665,450.563,330.832,-0.176267,13.0519,-197.77,12.2799,133.132
632.64,56.4029,-87.4449,343.227,-0.727665,427.42,330.827,-0.176267,13.0519,-197.77,12.2799,133.132
632.65,56.4031,-87.4449,343.227,-0.727665,404.277,330.822,-0.176267,13.0519,-197.77,12.2799,133.132
632.66,56.4032,-87.445,343.227,-0.727665,381.133,330.816,-0.176267,13.0519,-197.77,12.2799,133.132
632.67,56.4033,-87.4451,343.227,-0.727665,357.99,330.809,-0.176267,13.0519,-197.77,12.2799,133.132
632.68,56.4034,-87.4451,343.227,-0.727665,334.846,330.802,-0.176267,13.0519,-197.77,12.2799,133.132
632.69,56.4035,-87.4452,343.227,-0.727665,311.703,330.793,-0.176267,13.0519,-197.77,12.2799,133.132
632.7,56.4037,-87.4453,343.227,-0.727665,288.559,330.783,-0.176267,13.0519,-197.77,12.2799,133.132
632.71,56.4038,-87.4453,343.227,-0.727665,265.416,330.771,-0.176267,13.0519,-197.77,12.2799,133.132
